Period Name,Position,Total Duration,Total Distance,Meterage Per Minute,HSD,VHSD,VHSD Relative,Sprint Distance,Velocity B7+ Total # Efforts (Gen 2) (Set 2),Maximum Velocity,Acceleration B2-3 Total Efforts (Gen 2),Deceleration B2-3 Total Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Deceleration B3 Distance (Gen 2),Max Acceleration,Max Deceleration,Acceleration Density,Total Acceleration Load,Running Imbalance,Total IMA,RHIE Total Bouts,Meta Energy (KJ/kg),HSD Per Minute,VHSD Per Minute,Sprint Distance Per Minute,RHIE Bouts Per Minute,Meta Energy (kj/kg) Per Minute,HI Accels Per Minute,VHI Accels Per Minute
'L v R Play - GB Points (Team 2),Edges,0 days 00:09:47,708.82959,72.39111,17.845,0,0,0,0,6.30916,6,4.5,0,0.6,3.63558,-4.63213,0.41468,243.622375,4.29621,2.5,4,3.635255,0.030375,0,0,0.00681,0.00148,0.01021,0
'L v R Play - GB Points (Team 2),Middles,0 days 00:09:47,693.584015,70.83411,0,0,0,0,0,4.95699,8,4,0,0.0775,3.620815,-3.6605575,0.436145,256.2357,-2.6545375,3.25,3.25,3.45654,0,0,0,0.0055325,0.001405,0.0136175,0
'L v R Play - GB Points (Team 2),Outside Backs,0 days 00:09:47,696.3574225,71.1173525,38.8825,3.28,1.2375,0,0,6.8857725,3.5,3.25,0.25,0,3.5910825,-3.8751125,0.3817475,224.2764575,1.4086125,3,3.25,3.5117675,0.066185,0.0055825,0,0.00553,0.001425,0.005955,0.000425
'L v R Play - GB Points (Team 2),Service,0 days 00:09:47,710.0277425,72.5134725,39.2125,2.095,0,0,0,6.1806425,7.75,5,0.25,0.675,3.593135,-4.6442575,0.43548,255.8457025,0.0824575,4,4,3.69123,0.0667425,0.003565,0,0.0068075,0.0015025,0.01319,0.000425
12v13 - 1,Edges,0 days 00:09:01,811.2091075,89.8929675,15.2075,1.6825,2.16,0,0,6.4748275,3.75,4.5,0,0.27,3.38574,-3.8362925,0.505295,273.5932475,3.9694075,6.75,2.25,4.0384675,0.028085,0.0031075,0,0.004155,0.001785,0.006925,0
12v13 - 1,Middles,0 days 00:07:45.600000,721.152904,91.345526,3.464,0,0,0,0,5.620504,5,4.4,0,0.038,3.227644,-3.552616,0.530698,253.998142,-0.879408,6.2,2.6,3.628268,0.006398,0,0,0.0048,0.001816,0.009236,0
12v13 - 1,Outside Backs,0 days 00:09:01,751.81369,83.31115,36.6275,5.19875,7.03625,0,0,7.06445125,5.125,4,0.5,0.81375,3.8931375,-4.34113875,0.47114625,255.102185,3.107675,5.25,3.5,3.76694875,0.0676475,0.00960125,0,0.0064625,0.0016625,0.00946625,0.000925
12v13 - 1,Service,0 days 00:08:44.750000,847.6025688,96.812145,19.95625,0.2225,2.51375,0,0,6.3998225,5.125,5.125,0.5,0.7675,3.7243225,-4.2600125,0.56632,295.600805,1.3695025,5.625,3.5,4.28429375,0.03786375,0.00041125,0,0.0068275,0.00195375,0.01019125,0.00107
12v13 - 2,Edges,0 days 00:06:34.666666666,648.4514167,94.35513667,8.843333333,0,1.446666667,0,0,6.14865,2.666666667,3.666666667,0.666666667,0.093333333,3.785033333,-3.64536,0.467943333,203.2846733,4.865446667,6.333333333,2,3.193043333,0.027446667,0,0,0.00357,0.001826667,0.0093,0.001186667
12v13 - 2,Middles,0 days 00:08:08.857142857,770.5039971,94.42882143,6.721428571,0.158571429,1.388571429,0,0,5.998535714,3.428571429,3.857142857,0,0.18,3.261998571,-3.617014286,0.529572857,261.0424986,-1.623867143,5.285714286,3,3.801597143,0.01199,0.000282857,0,0.00594,0.001852857,0.007458571,0
12v13 - 2,Outside Backs,0 days 00:09:20,816.15121,87.35118286,45.42,3.217142857,4.84,0,0,6.975132857,2.857142857,5,0.142857143,0.221428571,3.785275714,-4.206527143,0.45655,255.9426871,1.597164286,3.428571429,2.142857143,4.04456,0.08102,0.005738571,0,0.003822857,0.001724286,0.005098571,0.000254286
12v13 - 2,Service,0 days 00:09:20,978.276885,104.7032,31.3525,5.2375,7.14875,0,0,6.89063125,3.25,5.625,0.125,1.0875,3.6847,-4.4490425,0.560245,314.073935,1.82294375,5.5,3.5,4.892945,0.05592875,0.0093425,0,0.00624625,0.002085,0.0057975,0.0002225
3 v 2 v 1,Edges,0 days 00:04:27.538461538,277.9676992,62.19552,19.21923077,0.149230769,1.289230769,0,0,6.398515385,3.230769231,0.846153846,0.692307692,0,3.818672308,-2.905575385,0.343304615,92.51584462,-0.88291,0.692307692,0.461538462,1.412583077,0.070952308,0.000593846,0,0.001906154,0.001257692,0.012044615,0.002519231
3 v 2 v 1,Middles,0 days 00:04:27.666666666,262.81272,58.90982238,10.86380952,0,1.125714286,0,0,6.033077143,2.619047619,0.952380952,0.095238095,0.054761905,3.511066667,-3.047457143,0.345616667,92.70574333,-1.10959,0.904761905,0.476190476,1.327711429,0.040350952,0,0,0.00195381,0.00118381,0.009751429,0.000329524
3 v 2 v 1,Outside Backs,0 days 00:04:30.333333333,273.9418775,60.68745292,15.88916667,0.154583333,0.156666667,0,0,6.251846667,4.041666667,1.333333333,0.833333333,0.0825,3.87440625,-3.176354583,0.359509167,98.1211025,-0.70830375,0.958333333,0.5,1.419429583,0.058805833,0.000538333,0,0.001897917,0.00125,0.014783333,0.002980833
3 v 2 v 1,Service,0 days 00:04:23.727272727,272.2337014,61.56302409,16.15454545,0.974090909,0.637272727,0,0,6.406541364,4.136363636,1.045454545,0.681818182,0.068636364,3.865866364,-3.052190455,0.351983636,93.73046091,-1.570081364,1.045454545,0.727272727,1.3919,0.059981818,0.003619091,0,0.002805909,0.001251364,0.015374091,0.002579545
3v2v1,Edges,0 days 00:03:59,259.400646,64.939452,12.844,0,0.21,0,0,6.22821,3.2,1.6,0.2,0,3.772552,-3.219166,0.376788,90.30433,0.740266,0.6,0,1.347764,0.05359,0,0,0,0.001342,0.01335,0.000834
3v2v1,Middles,0 days 00:03:59,245.1239367,61.36536167,13.28833333,0,3.82,0,0,6.220648333,3,0.666666667,0.166666667,0,3.453705,-2.721133333,0.353598333,84.74678833,0.38502,0.833333333,0.166666667,1.233233333,0.055445,0,0,0.000695,0.00123,0.012516667,0.000695
3v2v1,Outside Backs,0 days 00:03:59,250.3455638,62.672565,15.24875,0.5025,0,0,0,6.29111,3.625,0.75,0.625,0,3.83402875,-2.85137,0.34997,83.877425,0,0.375,0.25,1.284035,0.06362375,0.00209625,0,0.0010425,0.00128,0.0151225,0.0026075
3v2v1,Service,0 days 00:03:59,256.5062767,64.214865,16.835,0,2.316666667,0,0,6.222403333,4.166666667,2.166666667,0.833333333,0,3.977516667,-3.457495,0.376088333,90.13714167,0,1.5,0.5,1.33536,0.070243333,0,0,0.002085,0.001331667,0.017385,0.003475
3v2v1,Unknown,0 days 00:03:59,262.77774,65.78489,17.91,0,0,0,0,6.75718,3,3,3,0,4.43684,-2.97045,0.37425,89.69588,0,2,1,1.37465,0.07473,0,0,0.00417,0.00137,0.01252,0.01252
4 Cone Passing,Edges,0 days 00:02:50,141.0857914,48.83678093,2.241860465,0.157674419,0.32372093,0,0,4.972703023,1.744186047,0.302325581,0.069767442,0.010232558,3.190023721,-2.13194093,0.36279907,63.11800767,0.768728837,1.465116279,0.325581395,0.727906047,0.011792093,0.00085093,0,0.001570233,0.001001628,0.010480233,0.000303721
4 Cone Passing,Middles,0 days 00:03:08.512820512,157.1440633,48.51178513,1.00974359,0,0.121538462,0,0,4.873562949,2.282051282,0.192307692,0.012820513,0,3.182341667,-2.075801795,0.37872859,73.76168103,-0.145284744,1.576923077,0.384615385,0.803152564,0.005449872,0,0,0.00121859,0.000992308,0.013167308,7.56E-05
4 Cone Passing,Outside Backs,0 days 00:03:06.833333333,150.6553293,47.39876656,2.087,0.435888889,0.100333333,0,0,4.800561222,2.155555556,0.1,0.1,0.004888889,3.237089667,-1.823382556,0.348219,66.08180044,-0.100937556,1.5,0.322222222,0.750312333,0.011264111,0.002352667,0,0.001205,0.000949111,0.013355222,0.000571667
4 Cone Passing,Service,0 days 00:03:04.494382022,154.5215421,48.70663787,1.696629213,0.154494382,0.189662921,0,0,4.771334607,2.213483146,0.101123596,0.078651685,0,3.138075618,-1.805073708,0.366819438,69.42626685,-0.143591124,1.292134831,0.280898876,0.769943708,0.008953933,0.00083382,0,0.00094618,0.00097236,0.013395955,0.000474494
4 Cone Passing,Unknown,0 days 00:03:41,170.9796775,45.4469475,0,0,0,0,0,4.4736125,1.75,0,0,0,3.0664525,-1.620205,0.387165,88.1386125,0,3.5,0.5,0.837855,0,0,0,0.001135,0.0009125,0.0108375,0
5 Bag Mapping (Team 1),Edges,0 days 00:10:59,616.784665,56.14875,0,0,0,0,0,5.15561,11.5,7,0,0.095,3.2747,-3.81822,0.448715,295.742215,1.261855,1,3.5,3.335365,0,0,0,0.00531,0.00121,0.01745,0
5 Bag Mapping (Team 1),Middles,0 days 00:10:59,531.0848733,48.34710333,0,0,0,0,0,4.73321,8.666666667,8.333333333,0,0.08,3.580863333,-3.755013333,0.382856667,252.33664,-5.4647,1,3.333333333,2.873493333,0,0,0,0.005056667,0.001043333,0.01315,0
5 Bag Mapping (Team 1),Outside Backs,0 days 00:10:59,555.5036,50.570052,0,0,0,0,0,3.71013,4.4,1.2,0,0.184,2.820548,-2.44811,0.424852,280.015518,0,0,2,2.872372,0,0,0,0.003034,0.001042,0.006676,0
5 Bag Mapping (Team 1),Service,0 days 00:10:59,591.2544567,53.82461667,0,0,0,0,0,5.191426667,15.33333333,9.333333333,1,0.153333333,3.94965,-4.18897,0.45456,299.5947033,0,1.666666667,3.666666667,3.34958,0,0,0,0.005563333,0.001213333,0.023263333,0.001516667
5 Bag Mapping (Team 2),Edges,0 days 00:10:39,745.851805,69.9564,0,0,0,0,0,4.50761,9.5,4.5,0,0,3.214935,-3.309065,0.531505,340.001955,0,2,5.5,3.96506,0,0,0,0.0086,0.00148,0.01485,0
5 Bag Mapping (Team 2),Middles,0 days 00:10:39,653.8699625,61.329055,0,0,0,0,0,4.7377175,9.25,3.5,0,0.035,3.490725,-3.5410275,0.44904,287.250775,-1.5418625,0.75,4,3.4329075,0,0,0,0.00625,0.001285,0.0144625,0
5 Bag Mapping (Team 2),Outside Backs,0 days 00:10:39,595.0350725,55.8106975,0,0,0,0,0,3.228435,0.25,0,0,0,2.3822325,-1.946175,0.3861,246.98862,0,0,1.5,2.8522475,0,0,0,0.002345,0.0010625,0.00039,0
5 Bag Mapping (Team 2),Service,0 days 00:10:39,691.4578075,64.8545725,0,0,0,0,0,4.3793175,3.75,2.25,0,0,3.21187,-2.74764,0.48919,312.9344625,-0.422,0,4,3.527055,0,0,0,0.0062525,0.0013175,0.005865,0
5 Bag Mapping - Team 1,Edges,0 days 00:11:27.428571428,690.8457314,61.72271857,6.54,0,0.635714286,0,0,5.035902857,8.142857143,7.285714286,0,0.005714286,3.328185714,-3.48702,0.479757143,320.9969443,1.362765714,4.142857143,5.142857143,3.659997143,0.009645714,0,0,0.007828571,0.001307143,0.012181429,0
5 Bag Mapping - Team 1,Middles,0 days 00:11:12.909090909,699.4667927,63.27209455,0.146363636,0,0,0,0,5.09479,13.54545455,10.63636364,0.363636364,0.156363636,3.795095455,-3.8707,0.503882727,332.2746064,-0.373310909,3.272727273,5.090909091,3.799243636,0.000215455,0,0,0.007737273,0.001377273,0.020977273,0.000614545
5 Bag Mapping - Team 1,Outside Backs,0 days 00:11:16.230769230,663.7350254,59.48802462,0,0,0,0,0,3.929412308,6.769230769,2.230769231,0.076923077,0.017692308,3.206935385,-2.889793077,0.509987692,339.2155423,0,0.692307692,4.076923077,3.49131,0,0,0,0.006340769,0.001253077,0.010525385,0.000113077
5 Bag Mapping - Team 1,Service,0 days 00:10:38.090909090,695.8830436,67.64118909,0,0,0,0,0,4.631577273,10,4.909090909,0.545454545,0.132727273,3.386445455,-3.433894545,0.542794545,323.1299873,-1.101507273,2.454545455,4.272727273,3.667052727,0,0,0,0.007373636,0.001432727,0.016070909,0.000629091
5 Bag Mapping - Team 1,Unknown,0 days 00:14:26,868.24292,60.08809,0,0,0,0,0,3.6939,1,1,0,0,3.0136,-2.80408,0.42561,368.99189,0,0,5,4.34444,0,0,0,0.00577,0.0012,0.00115,0
5 Bag Mapping - Team 2,Edges,0 days 00:09:39.166666666,605.81248,62.33712833,0,0,0,0,0,5.122108333,10.66666667,7.833333333,0.333333333,0.128333333,3.84891,-3.806813333,0.495656667,289.7017817,-0.110738333,2.666666667,3.5,3.278706667,0,0,0,0.006048333,0.001346667,0.018416667,0.00055
5 Bag Mapping - Team 2,Middles,0 days 00:10:18.333333333,660.505676,63.110272,0.548,0,0,0,0,5.126463333,8.466666667,5.2,0.066666667,0.001333333,3.670394667,-3.483797333,0.460488667,287.70357,1.247549333,2.533333333,3.4,3.422082,0.000804667,0,0,0.00542,0.001308,0.014011333,0.000130667
5 Bag Mapping - Team 2,Outside Backs,0 days 00:10:36.428571428,622.0562264,59.301865,0.349285714,0,0,0,0,3.929551429,1.714285714,0.428571429,0,0,2.774442143,-2.431314286,0.396929286,248.1865179,-0.661726429,0.285714286,0.928571429,2.977545714,0.000468571,0,0,0.001690714,0.001132857,0.002618571,0
5 Bag Mapping - Team 2,Service,0 days 00:10:34,646.955806,61.29884467,0.833333333,0,0,0,0,5.039453333,8.533333333,4,0.6,0.287333333,3.705272667,-3.592225333,0.486342667,306.936442,-0.397582,2.2,3.466666667,3.377421333,0.001272,0,0,0.005511333,0.001280667,0.014086667,0.000991333
75s,Edges,0 days 00:01:30,421.35977,280.9065167,98.7,22.98,37.97333333,0,0,7.26356,5,3,1,0.54,4.258086667,-3.791426667,0.5889,53.00101667,0.988943333,0,1,2.05905,1.096663333,0.255333333,0,0.01111,0.005466667,0.055556667,0.01111
75s,Middles,0 days 00:01:30,416.17006,277.446705,91.35,3.12,47.58,0,0,6.86501,5,4,0,0.6,3.83511,-3.938485,0.582645,52.43805,2.172605,0,1,2.03076,1.015,0.034665,0,0.01111,0.00539,0.05556,0
75s,Outside Backs,0 days 00:01:30,419.54974,279.69983,104.19,41.02,45.1,0,0,7.51786,5,4,2,0.47,4.14847,-3.4631,0.58421,52.57876,4.84877,2,1,2.04677,1.15767,0.45578,0,0.01111,0.00544,0.05556,0.02222
75s,Service,0 days 00:01:30,439.8092667,293.2061767,135.2266667,39.48,42.58666667,0,0,7.637546667,5.333333333,4,1,1.913333333,4.612103333,-4.250533333,0.66565,59.90841667,0.089223333,0,1,2.19424,1.50252,0.438663333,0,0.01111,0.005826667,0.059263333,0.01111
75s (1),Edges,0 days 00:02:00.500000,520.3208463,259.0774838,78.58125,9.046875,19.568125,0,0,6.891506875,4.5625,2.875,0.3125,0.80125,3.811520625,-3.69233375,0.51004125,61.4684,4.48691375,0,0.4375,2.48372875,0.651916875,0.07465375,0,0.003626875,0.00492625,0.037880625,0.002594375
75s (1),Middles,0 days 00:02:00.600000,478.8462935,238.237636,57.604,2.422,27.221,0,0,6.547729,2.15,1.5,0.05,0.2645,3.4961845,-3.3825835,0.440809,53.175526,-0.3553255,0.05,0.2,2.244293,0.4778785,0.019843,0,0.001652,0.0044485,0.0178325,0.0004095
75s (1),Outside Backs,0 days 00:02:00.482758620,497.5884121,247.7640983,73.58482759,4.234137931,2.77862069,0,0,6.653314828,3.724137931,2.034482759,0.275862069,0.386896552,3.779558621,-3.499094138,0.473313448,57.03992414,1.47412,0.034482759,0.448275862,2.351712414,0.610425517,0.034956207,0,0.003714828,0.004664138,0.030898966,0.002288276
75s (1),Service,0 days 00:02:00.333333333,521.5218028,260.0610717,94.67611111,18.48444444,19.73777778,0,0,7.067905556,4,3.166666667,0.555555556,0.934444444,3.999356111,-3.994625556,0.515208889,61.99094389,0.658394444,0.055555556,0.666666667,2.500551111,0.786866667,0.153648333,0,0.005537778,0.004966667,0.033255556,0.004612778
75s (1),Unknown,0 days 00:02:02,547.62042,269.18913,214.41,49.82,53.29,0,0,7.89413,4,4,2,3.57,4.70364,-4.83417,0.61234,74.74229,-3.01375,0,1,2.70581,1.7566,0.40816,0,0.00819,0.0053,0.03277,0.01639
75s (2),Edges,0 days 00:01:47.470588235,457.0803682,256.6355371,70.45705882,3.387058824,13.77823529,0,0,6.705504706,3.647058824,2.117647059,0.411764706,0.417058824,3.828254706,-3.494625882,0.519761176,55.19402882,3.521352941,0,0.529411765,2.175008235,0.693564118,0.031054118,0,0.005248235,0.004873529,0.035182353,0.004282941
75s (2),Middles,0 days 00:01:42,412.475012,244.221705,55.486,0.1395,23.2755,0,0,6.5406745,2.65,1.45,0.05,0.161,3.6731785,-3.2269505,0.475919,48.2545895,0.031987,0.05,0.05,1.944801,0.564764,0.0011625,0,0.0004165,0.0045905,0.0269705,0.0006665
75s (2),Outside Backs,0 days 00:01:48.576923076,446.328575,247.2090188,57.88269231,2.683461538,4.726923077,0,0,6.466025769,3.615384615,1.730769231,0.269230769,0.12,3.811040385,-3.237111538,0.482137692,52.07821077,1.853864231,0.076923077,0.269230769,2.108399615,0.546786538,0.030063462,0,0.002415769,0.004656154,0.033813462,0.002618077
75s (2),Service,0 days 00:01:44.666666666,447.4808383,258.5739756,82.8,3.477777778,7.886111111,0,0,6.764696667,3.833333333,2.388888889,0.833333333,0.590555556,4.149110556,-3.837678333,0.523321667,53.97950778,0.031078333,0.111111111,0.777777778,2.141965,0.819905556,0.038019444,0,0.007548333,0.00494,0.037869444,0.00818
75s (2),Unknown,0 days 00:02:03,462.48965,224.18306,122.11,40.71,47.63,0,0,7.63381,3,2,2,1.63,4.33007,-4.63471,0.49885,61.748,-3.91564,0,1,2.23398,0.98651,0.32889,0,0.00808,0.00431,0.02424,0.01616
75s (3),Edges,0 days 00:01:19.470588235,347.3637359,264.9896018,58.69,5.492352941,13.32764706,0,0,6.646368824,3.176470588,1.529411765,0.352941176,0.300588235,3.837851176,-3.386122353,0.558045882,43.07836647,4.441577647,0,0.235294118,1.662388824,0.826431765,0.085591176,0,0.003589412,0.00508,0.043751765,0.004931176
75s (3),Middles,0 days 00:01:15.842105263,317.3164968,254.08901,55.55894737,2.555263158,22.71052632,0,0,6.499802632,2.368421053,1.210526316,0.210526316,0.208947368,3.779001053,-3.265909474,0.516823158,38.13040158,0.299431579,0.105263158,0.105263158,1.508857368,0.784940526,0.041194211,0,0.001754737,0.004828421,0.033456316,0.002602105
75s (3),Outside Backs,0 days 00:01:22.227272727,344.6543082,254.7836655,52.40363636,5.649090909,5.712272727,0.606818182,0.045454545,6.497891818,2.818181818,1.272727273,0.227272727,0.124090909,3.776894091,-3.109244545,0.521340455,41.49001182,1.551588182,0.045454545,0.227272727,1.634850909,0.733678182,0.087185909,0,0.003425909,0.004838182,0.037100455,0.003152273
75s (3),Service,0 days 00:01:20.437500,353.1676044,266.3357019,78.0225,11.14,14.474375,0,0,6.97684125,3.125,2,0.8125,0.52,4.120165,-3.654320625,0.576500625,44.80836438,0.50959,0.125,0.5625,1.706671875,1.077228125,0.174264375,0,0.007908125,0.005154375,0.0417025,0.01113625
75s (4),Edges,0 days 00:00:49.750000,226.7558475,275.2667217,56.745,4.749166667,9.540833333,0,0,6.631425833,2.416666667,1.166666667,0.333333333,0.2425,3.8372225,-3.280375833,0.622436667,29.9243325,4.232063333,0,0.166666667,1.104635,1.28598,0.143783333,0,0.005046667,0.005365833,0.050275833,0.007825
75s (4),Middles,0 days 00:00:51,225.5937424,266.2349441,52.15117647,0,18.29352941,0,0,6.457810588,2.470588235,1.117647059,0,0.081764706,3.705315882,-3.129711765,0.570014706,28.41697353,0.959013529,0.058823529,0.058823529,1.085491176,1.09429,0,0,0.001307059,0.005112353,0.050194118,0
75s (4),Outside Backs,0 days 00:00:48.800000,216.506518,268.7013627,55.32733333,6.939333333,4.817333333,0,0,6.542352,2.066666667,1.066666667,0.066666667,0.153333333,3.662442,-3.172346667,0.599566667,28.35044,2.257113333,0,0.266666667,1.048320667,1.257995333,0.178050667,0,0.00663,0.005200667,0.044293333,0.002018667
75s (4),Service,0 days 00:00:51.272727272,237.4596764,280.4044291,70.26636364,8.297272727,9.344545455,0,0,6.712459091,2.909090909,1.363636364,0.636363636,0.301818182,4.030337273,-3.468804545,0.637556364,31.48452182,-0.1934,0,0.454545455,1.164063636,1.539406364,0.251203636,0,0.010051818,0.005511818,0.058888182,0.014319091
75s (5),Edges,0 days 00:00:39.545454545,182.4675709,279.5110282,48.67363636,0,1.206363636,0,0,6.384395455,2.090909091,0.727272727,0.090909091,0.071818182,3.652587273,-3.093766364,0.589042727,22.88400636,4.20913,0,0,0.883211818,1.370975455,0,0,0,0.005402727,0.055727273,0.002988182
75s (5),Middles,0 days 00:00:43.470588235,193.5044641,272.0213365,47.34823529,0,12.79529412,0,0,6.3828,1.823529412,0.882352941,0.058823529,0.101764706,3.624488824,-3.169631765,0.57278,24.08455647,0.66045,0,0.058823529,0.929747059,1.236429412,0,0,0.001307059,0.005232941,0.046788824,0.001307059
75s (5),Outside Backs,0 days 00:00:42.200000,184.441302,266.809178,35.47666667,2.314,3.453333333,0,0,6.25242,2,0.466666667,0.266666667,0,3.661101333,-2.784914,0.543565333,22.49841667,2.565701333,0.066666667,0.066666667,0.882977333,0.951344,0.076068667,0,0.002191333,0.005108,0.051146,0.007685333
75s (5),Service,0 days 00:00:43.600000,196.458516,274.772881,50.851,6.43,7.456,0,0,6.654018,2.2,0.8,0.7,0.025,4.080011,-3.048223,0.598453,25.108957,-0.911182,0,0.3,0.953808,1.320434,0.211374,0,0.008241,0.00535,0.055762,0.01713
75s (6),Edges,0 days 00:00:39.545454545,181.7917227,277.6613782,47.88181818,1.433636364,5.99,0,0,6.487143636,2.181818182,0.909090909,0.272727273,0.102727273,3.78726,-3.016225455,0.60027,23.27666364,4.369826364,0,0.090909091,0.882457273,1.356543636,0.046336364,0,0.002938182,0.005391818,0.056426364,0.008906364
75s (6),Middles,0 days 00:00:36.176470588,170.3816276,283.7852576,51.49411765,0,18.22470588,0,0,6.42104,2.176470588,0.882352941,0.176470588,0.091176471,3.745642941,-3.237185882,0.60718,21.68139471,0.669111765,0.058823529,0.058823529,0.825288824,1.505941176,0,0,0.001960588,0.005482941,0.061349412,0.005822353
75s (6),Outside Backs,0 days 00:00:35.357142857,165.48914,281.7987671,50.36142857,1.994285714,0.483571429,0,0,6.42423,2.071428571,0.642857143,0.357142857,0,3.898017857,-2.926601429,0.614487857,21.39952429,4.481555,0,0.285714286,0.802256429,1.542387857,0.066476429,0,0.009522857,0.005450714,0.058945714,0.011759286
75s (6),Service,0 days 00:00:40.500000,182.02281,273.538319,52.431,6.109,5.687,0,0,6.680518,2.1,0.6,0.4,0.112,3.979444,-2.94247,0.60023,23.543489,-1.612594,0.1,0.2,0.885959,1.471872,0.197447,0,0.006464,0.005341,0.057068,0.012019
75s (7),Edges,0 days 00:00:32.875000,155.1646463,282.1234225,47.06375,0,8.35125,0,0,6.49934,1.75,0.625,0.5,0.06,3.837525,-2.9294325,0.62459,20.54277625,5.11379125,0,0,0.75512,1.43524625,0,0,0,0.00547375,0.0520325,0.016055
75s (7),Middles,0 days 00:00:34.818181818,161.43696,277.8018418,46.31272727,0,15.22727273,0,0,6.411995455,2.090909091,0.727272727,0.090909091,0.028181818,3.736735455,-2.999017273,0.599532727,20.81922,-0.159464545,0,0,0.781342727,1.345112727,0,0,0,0.00536,0.060853636,0.00202
75s (7),Outside Backs,0 days 00:00:34.222222222,158.4436089,277.4982144,40.00888889,1.753333333,2.434444444,0,0,6.313196667,1.888888889,0.555555556,0.222222222,0,3.688551111,-2.846867778,0.586678889,20.07429111,3.331357778,0,0.111111111,0.76244,1.173214444,0.054165556,0,0.003432222,0.005321111,0.055856667,0.007135556
75s (7),Service,0 days 00:00:33.500000,159.1845567,283.97895,60.565,12.38,11.33333333,0,0,6.902053333,2,1,0.833333333,0.158333333,4.219593333,-3.084958333,0.644355,21.511725,-1.447201667,0,0.333333333,0.789703333,1.828893333,0.382451667,0,0.010296667,0.005621667,0.060523333,0.024705
75s (8),Edges,0 days 00:00:31.714285714,150.8496229,282.54769,52.33,0.19,5.997142857,0,0,6.568872857,2,1,0.428571429,0.142857143,3.933108571,-3.090261429,0.670334286,21.56931143,6.774901429,0,0.142857143,0.741688571,1.625801429,0.005645714,0,0.004245714,0.005532857,0.062538571,0.013252857
75s (8),Middles,0 days 00:00:31.500000,147.8261938,279.49806,46.36,0,12.51125,0,0,6.40509625,2,0.875,0.125,0,3.637995,-3.1448975,0.635125,20.25945625,1.77734125,0.25,0,0.7199675,1.46014375,0,0,0,0.00542125,0.063055,0.003715
75s (8),Outside Backs,0 days 00:00:31.714285714,148.54171,278.5985529,54.72285714,0,0,0,0,6.258528571,2,0.714285714,0.285714286,0.098571429,3.720925714,-3.085671429,0.6561,21.04324714,0.750241429,0,0.285714286,0.719482857,1.71718,0,0,0.009007143,0.005375714,0.062538571,0.008491429
75s (8),Service,0 days 00:00:31.500000,157.183375,296.601035,78.75,11.05,12.0425,0,0,6.943455,2.25,1.25,0.5,0.33,4.1936025,-3.1968,0.7525525,24.05938,-2.413945,0,0.5,0.7972525,2.4665075,0.32838,0,0.0157625,0.00599,0.0704825,0.0157625
75s - 1,Edges,0 days 00:02:05,553.7625767,265.0638567,83.68333333,0,2.036666667,0,0,6.671226667,7.333333333,4.333333333,1,0.553333333,3.988333333,-3.810236667,0.581366667,72.87449667,4.476913333,0,1,2.683106667,0.667596667,0,0,0.00798,0.005113333,0.058503333,0.00798
75s - 1,Middles,0 days 00:02:05,535.5197733,256.3317633,84.86,0,34.00333333,0,0,6.68659,5,1.666666667,0.333333333,0.336666667,3.76048,-3.45939,0.540603333,67.76471333,2.583,0,1,2.54192,0.676986667,0,0,0.00798,0.004846667,0.03989,0.00266
75s - 1,Outside Backs,0 days 00:02:05,539.329515,258.1553325,113.2675,4.735,12.915,0,0,6.9723325,5.75,3.75,0.75,1.395,4.08694,-4.1277025,0.573095,71.837545,2.2987375,0,1,2.614105,0.9036075,0.0377725,0,0.00798,0.004985,0.045875,0.005985
75s - 1,Service,0 days 00:02:05,545.8738725,261.28785,85.2325,0,6.545,0,0,6.84115,6.5,3.25,0.75,0.5375,4.264905,-3.8303875,0.567715,71.162915,2.7028675,0,1,2.63711,0.679955,0,0,0.00798,0.0050275,0.051855,0.005985
75s - 1 min (1),Edges,0 days 00:01:04,298.76465,278.22255,98.6875,13.385,28.9325,0,0,7.1616275,3.75,2,0.5,0.785,3.97452,-4.132865,0.6593225,42.48027,5.78979,0,1,1.45884,1.5317025,0.207745,0,0.01552,0.0054125,0.0582,0.00776
75s - 1 min (1),Middles,0 days 00:01:04,295.546725,275.22588,92.245,7.405,49.81,0,0,7.03016,3.5,1.5,0,0.19,3.89734,-3.75283,0.60785,39.16388,-1.446225,0,1,1.4216,1.431705,0.11493,0,0.01552,0.005275,0.05432,0
75s - 1 min (1),Outside Backs,0 days 00:01:04,300.8373925,280.15278,94.7275,19.01,26.2675,0,0,7.1862025,3.75,2.75,1.25,0.8125,4.347945,-3.882985,0.6756425,43.5316825,2.2880975,0.25,1,1.48182,1.47024,0.29505,0,0.01552,0.005495,0.0582,0.0194
75s - 1 min (1),Service,0 days 00:01:04,299.689005,279.0833525,108.825,23.8625,27.24,0,0,7.2168625,3.5,2.25,1.5,0.8275,4.34073,-4.178395,0.65206,42.0119775,0.8482025,0,1,1.4711525,1.6890425,0.3703625,0,0.01552,0.0054575,0.05432,0.02328
75s - 1 min (2),Edges,0 days 00:01:00,284.426155,283.9529,65.81,2.46,7.2475,0,0,6.77406,4,2.25,0.75,0.43,4.0278225,-3.6186575,0.58821,35.3515225,5.1531725,0,1,1.3864525,1.0950075,0.0409325,0,0.01664,0.00551,0.06656,0.01248
