Period Name,Position,Total Duration,Total Distance,Meterage Per Minute,HSD,VHSD,VHSD Relative,Sprint Distance,Velocity B7+ Total # Efforts (Gen 2) (Set 2),Maximum Velocity,Acceleration B2-3 Total Efforts (Gen 2),Deceleration B2-3 Total Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Deceleration B3 Distance (Gen 2),Max Acceleration,Max Deceleration,Acceleration Density,Total Acceleration Load,Running Imbalance,Total IMA,RHIE Total Bouts,Meta Energy (KJ/kg),HSD Per Minute,VHSD Per Minute,Sprint Distance Per Minute,RHIE Bouts Per Minute,Meta Energy (kj/kg) Per Minute,HI Accels Per Minute,VHI Accels Per Minute
Modified,Unknown,0 days 00:11:06.500000,781.400025,70.9817425,16.715,0,0,0,0,5.561405,23.25,10.5,1,3.135,4.095785,-3.7021575,0.5156,338.796255,0.305465,0.5,0.5,4.3661375,0.021835,0,0,0.000805,0.00157,0.033825,0.00161
Modified Speed,Middles,0 days 00:28:33.250000,1579.17282,55.2303975,128.51,25.3475,37.0325,14.0375,0.75,7.44282,5,0.5,1.25,0,2.9112925,-2.5001875,0.26222,453.85403,3.37611,0.25,1.5,7.4226,0.0769425,0.017245,0,0.0009825,0.001035,0.002465,0.0006175
Modified Speed,Outside Backs,0 days 00:29:08,1438.522585,49.139455,123.585,23.01,27.075,0,0,7.29207,8.5,0,3,0,3.71228,-2.23975,0.248535,429.656735,-2.251835,6.5,2,6.85463,0.069,0.015655,0,0.001265,0.00093,0.00419,0.00148
Modified Speed,Service,0 days 00:26:48.666666666,1460.295943,54.08427667,124.4233333,29.28333333,30.16333333,3.316666667,0.333333333,7.712393333,0.333333333,0,0,0,2.61513,-2.375646667,0.282513333,451.0254333,-0.363063333,16.33333333,3.666666667,6.73282,0.076096667,0.01992,0,0.002443333,0.000993333,0.000176667,0
Modified Speed Warm Up,Outside Backs,0 days 00:15:58,1095.99927,68.60143,135.43,71.61,74.29,35.1,2,8.86348,13,0,0,0,3.92145,-1.9439,0.28384,272.08745,-0.79739,0,4,5.28837,0.14128,0.0747,0,0.00417,0.00132,0.01356,0
Modified Speed Warm Up,Service,0 days 00:15:58,979.26007,61.29442,13.5,0,0,0,0,5.72149,5,0,0,0,3.00121,-1.80169,0.2298,220.28098,2.85216,0,2,4.5518,0.01408,0,0,0.00209,0.00113,0.00522,0
Movement Prep,Edges,0 days 00:08:49.761904761,711.4899716,81.50437984,68.27142857,6.145714286,13.63634921,0,0,6.357084762,3.492063492,1.301587302,0.142857143,0.122063492,3.334554127,-2.713572063,0.306354127,162.0320384,2.898091429,0.904761905,0.015873016,3.380377778,0.120817619,0.010674286,0,2.43E-05,0.001537778,0.006531905,0.000306349
Movement Prep,Middles,0 days 00:09:06.639175257,736.067758,81.59664907,64.98010309,6.664329897,27.30402062,0.060103093,0.010309278,6.41184567,3.453608247,0.989690722,0.134020619,0.046701031,3.327554536,-2.639862474,0.310820825,170.2724236,-1.34487732,0.855670103,0.082474227,3.490576598,0.112427113,0.011292268,0,0.000138247,0.001536495,0.006064124,0.000233093
Movement Prep,Outside Backs,0 days 00:09:03.815533980,703.2203627,78.14551942,58.15553398,5.654466019,6.537864078,0,0,6.267232039,3.796116505,0.980582524,0.32038835,0.050970874,3.437232524,-2.531695243,0.293037379,160.8802989,0.614140388,0.504854369,0.058252427,3.322541262,0.09734466,0.009880874,0,9.68E-05,0.001463689,0.006587864,0.000534272
Movement Prep,Service,0 days 00:09:07.010309278,753.7395505,83.35022258,73.14020619,11.37742268,15.74494845,0,0,6.536696804,4.082474227,1.206185567,0.329896907,0.104742268,3.438179278,-2.654260412,0.315996804,174.2128386,0.339072371,0.845360825,0.134020619,3.580073505,0.124183608,0.019776598,0,0.00024268,0.001570206,0.00707,0.000566598
Movement Prep,Unknown,0 days 00:08:09.571428571,672.37249,83.50276286,62.20428571,12.13142857,15.78,0,0,6.589882857,4.285714286,1,0.285714286,0,3.63084,-2.428348571,0.31657,156.8220986,1.53344,1.142857143,0,3.202887143,0.117328571,0.021938571,0,0,0.001575714,0.008388571,0.00042
Movement Prep & Speed,Edges,0 days 00:24:55.178571428,1402.460349,57.17763464,240.7610711,113.2410707,158.4375,11.90071429,0.642857143,8.12274,7.821428571,1.25,0.785714286,0.107857143,3.908084643,-3.0472425,0.23443,353.3379596,2.142665714,1.928571429,1.5,6.636840714,0.166878571,0.079243571,0,0.001045,0.001075714,0.004938929,0.000476071
Movement Prep & Speed,Middles,0 days 00:24:18.166666666,1313.877514,55.06138567,111.7946667,53.88566667,82.555,15.38133333,0.933333333,7.717698333,9.5,3.433333333,1.366666667,0.069333333,3.863214,-3.206042667,0.260463,379.840607,-1.340922,1.866666667,0.6,6.277077333,0.082028,0.039582333,0,0.000420667,0.001046667,0.006307,0.000871667
Movement Prep & Speed,Outside Backs,0 days 00:24:14.772727272,1449.557576,60.37793477,258.8943191,123.4206818,120.8047727,7.614772727,0.454545455,8.404636591,9.318181818,2.204545455,1.931818182,0.539545455,4.006227955,-3.482947727,0.230298182,336.6572266,0.128756364,0.659090909,2.681818182,6.935519318,0.185002045,0.089877727,0,0.0019125,0.001148409,0.006009773,0.001171818
Movement Prep & Speed,Service,0 days 00:23:51.454545454,1356.815436,58.00581318,176.3890914,94.75590977,99.5225,13.74318182,0.659090909,8.254374545,10.84090909,3.090909091,2.795454545,0.380454545,4.176103409,-3.303232727,0.267088182,380.3361673,0.537988182,1.363636364,2.227272727,6.536514545,0.129728636,0.071502045,0,0.001604318,0.001110455,0.007449318,0.001777045
Movement Prep & Speed,Unknown,0 days 00:22:49.500000,1306.963988,59.60107,255.1925,138.3225,163.6675,18.335,1.25,8.3127225,8,2,1.25,0.11,3.9163525,-3.3332,0.22713,313.819305,-0.756515,2,2.25,6.285945,0.1949975,0.1088425,0,0.00157,0.001135,0.00544,0.00081
Movement Prep Speed,Edges,0 days 00:27:28.750000,1503.553988,52.80203,198.2175,102.9825,141.68,10.245,0.75,7.2812375,11.75,0.25,0,0,3.7678875,-2.431985,0.249505,423.2898425,1.67143,1.75,1.5,7.13209,0.1026725,0.0533425,0,0.00078,0.0009925,0.0069925,0
Movement Prep Speed,Middles,0 days 00:32:10,1558.95471,48.450854,68.854,37.334,48.092,8.516,0.4,7.290742,13,1.6,0.4,0,3.959402,-2.930688,0.283406,547.137392,-0.284876,2.4,0.6,7.524818,0.035664,0.019338,0,0.000312,0.00093,0.006734,0.000208
Movement Prep Speed,Outside Backs,0 days 00:30:49.142857142,1649.262294,53.52338857,329.5985686,190.7928557,193.8528571,5.115714286,0.428571429,8.398481429,11.42857143,2.714285714,3,0.55,4.350557143,-4.450195714,0.231168571,427.4822186,-2.992834286,0.571428571,5,7.975245714,0.178295714,0.103271429,0,0.002708571,0.00103,0.006181429,0.001624286
Movement Prep Speed,Service,0 days 00:31:46,1584.991975,49.92978,127.6199975,53.91,52.395,0,0,7.874715,15.5,4.25,1.5,0.1125,4.3463425,-3.4868525,0.2779175,530.2169275,0.0919925,3,1.5,7.69162,0.0677175,0.028215,0,0.0007925,0.000965,0.0081025,0.0007925
Movement Prep and Speed,Edges,0 days 00:27:47.687500,1365.805484,50.63271594,127.33875,50.4246875,67.131875,2.6934375,0.25,7.590739375,15.5625,2.71875,1.9375,0.0284375,4.196237188,-3.226384375,0.270509688,454.8667778,2.238176563,2.625,2.0625,6.756755625,0.081335938,0.032251875,0,0.001359375,0.000995,0.009384375,0.0010725
Movement Prep and Speed,Middles,0 days 00:27:24.306122448,1403.868617,52.87453082,115.824898,35.33530612,71.82918367,5.007142857,0.510204082,7.424916531,14.04081633,1.448979592,1.959183673,0.007959184,4.14004551,-2.893620612,0.261280408,432.7891024,-2.992228163,2.448979592,1.244897959,6.859708367,0.076158163,0.02537,0,0.000846531,0.001026122,0.008577959,0.001108776
Movement Prep and Speed,Outside Backs,0 days 00:27:33.870370370,1394.362558,52.33927963,126.1327778,45.80907407,44.47351852,0.79537037,0.055555556,7.579052407,16.61111111,3.425925926,4.425925926,0.244814815,4.446979815,-3.16274,0.263361481,437.1940581,-0.761304444,2.203703704,1.833333333,6.899729444,0.082407593,0.03095,0,0.00123,0.00103,0.010188519,0.002657037
Movement Prep and Speed,Service,0 days 00:26:45.955555555,1444.318121,55.90377533,135.5164444,52.834,61.20888889,2.845777778,0.266666667,7.746985111,17.28888889,2.888888889,6.511111111,0.133777778,4.569087778,-3.096806667,0.277909556,450.6531936,0.215050222,2.644444444,2.644444444,7.170569111,0.091596222,0.035930889,0,0.001724667,0.001101333,0.010870222,0.003929333
Movement Prep and Speed,Unknown,0 days 00:31:20,1457.000567,46.78431,156.82,56.58333333,68.03666667,0.763333333,0,7.778016667,18.66666667,3.333333333,5,0.143333333,4.43242,-3.29231,0.271023333,510.8437933,0.556283333,3.666666667,2,7.391216667,0.0851,0.032396667,0,0.001036667,0.000946667,0.01032,0.00255
Movement Speed,Edges,0 days 00:05:26,228.929115,42.0271925,3.24,0,0,0,0,5.286655,7.25,3.75,0.75,0.22,3.904145,-4.100445,0.32511,106.2552475,1.08845,1.75,0,1.2500725,0.0099125,0,0,0,0.000915,0.022185,0.002295
Movement Speed,Middles,0 days 00:05:26,259.9169986,47.71599857,0.98,0,0,0,0,5.268195714,6.571428571,5,0.285714286,0.175714286,3.789495714,-4.162697143,0.354345714,115.8107386,0.322234286,1.714285714,0,1.394451429,0.002998571,0,0,0,0.001018571,0.020108571,0.000874286
Movement Speed,Outside Backs,0 days 00:05:26,306.8249213,56.3274325,1.35875,0,0,0,0,5.42527,5.75,0.625,0.375,0.02375,3.75542,-2.85705,0.28683375,93.7453225,0.2177125,0.375,0,1.5539025,0.0041575,0,0,0,0.0011375,0.017595,0.0011475
Movement Speed,Service,0 days 00:05:26,271.0775757,49.76487714,0.682857143,0,0,0,0,5.00364,5.571428571,1,0.571428571,0.104285714,3.877721429,-2.732018571,0.295874286,96.70007286,0,1,0,1.379837143,0.00209,0,0,0,0.001007143,0.017048571,0.001748571
Movement Speed,Unknown,0 days 00:05:26,287.80493,52.83571,1.57,0,0,0,0,5.64278,6,2,1,0,4.48254,-3.73179,0.29455,96.26639,0,1,0,1.50442,0.0048,0,0,0,0.0011,0.01836,0.00306
NPG Warm Up,Edges,0 days 00:04:35,310.4943533,67.70483333,6.886666667,0,0,0,0,5.89543,1.666666667,0.333333333,0.333333333,0,3.629533333,-2.677063333,0.295873333,81.41287667,-1.89574,0.666666667,1,1.459086667,0.02503,0,0,0.00363,0.001266667,0.006053333,0.00121
NPG Warm Up,Middles,0 days 00:04:35,313.693524,68.402426,5.542,0,0,0,0,5.375972,1.8,0.2,0.2,0,2.868338,-2.136678,0.291232,80.135592,-0.677832,0.2,0.6,1.224964,0.020142,0,0,0.002178,0.001064,0.00654,0.000726
NPG Warm Up,Outside Backs,0 days 00:04:35,313.6493925,68.392805,0,0,0,0,0,5.246815,1.25,0,0,0,2.9921225,-2.236,0.289145,79.5602,-1.7140325,0.75,0.75,1.43701,0,0,0,0.0027225,0.00125,0.00454,0
NPG Warm Up,Service,0 days 00:04:35,312.5940786,68.16268429,5.674285714,0,0,0,0,5.697442857,2.428571429,0.142857143,0,0,3.455612857,-2.508702857,0.300747143,82.75391714,-3.116784286,0.285714286,0.857142857,1.458932857,0.020621429,0,0,0.003111429,0.001265714,0.008825714,0
Neg D,Edges,0 days 00:23:49,1593.835047,66.88027667,156.5266667,42.94333333,69.83,8.09,0.666666667,7.7365,19,14.33333333,0.666666667,1.396666667,3.924773333,-4.811646667,0.420753333,601.62417,2.944193333,12.33333333,5.333333333,8.407786667,0.109466667,0.030033333,0,0.003733333,0.001403333,0.013286667,0.000466667
Neg D,Middles,0 days 00:23:49,1630.617103,68.42372333,21.31333333,0,0.35,0,0,6.189253333,14.33333333,11,0.333333333,0.243333333,3.802423333,-4.450546667,0.39057,558.46219,-0.13107,13.66666667,1.666666667,8.199446667,0.014906667,0,0,0.001166667,0.001373333,0.010026667,0.000233333
Neg D,Outside Backs,0 days 00:23:49,1588.536375,66.657935,216.455,85.47,75.62,0,0,7.91653,15.5,14.5,3,1.215,4.349655,-5.53273,0.422885,604.67104,3.58421,4.5,4.5,8.36326,0.15138,0.059775,0,0.00315,0.001395,0.01084,0.0021
Neg D,Service,0 days 00:23:49,1795.66142,75.34928667,147.7733333,54.25,55.94666667,1.386666667,0.333333333,7.65084,19.33333333,12.33333333,0,1.476666667,3.886193333,-5.33805,0.454186667,649.4257733,2.832776667,6.666666667,3.333333333,9.28488,0.103346667,0.03794,0,0.002333333,0.00155,0.01352,0
North Pole (1),Edges,0 days 00:12:54,1023.941988,79.3722725,22.8725,0,0.94,0,0,6.208985,5.25,4.75,0,0.2075,3.3121475,-3.9656275,0.48178,372.911375,-3.872465,2.75,0.75,5.1610125,0.02955,0,0,0.0009675,0.001595,0.0067825,0
North Pole (1),Middles,0 days 00:12:54,1036.446534,80.341578,7.226,0,0,0,0,5.9128,7.8,9,0.2,0.336,3.568476,-4.2106,0.545848,422.502418,2.392766,6,0.8,5.331404,0.009338,0,0,0.001032,0.001646,0.010076,0.000258
North Pole (1),Outside Backs,0 days 00:12:54,1080.673525,83.769895,57.6925,4.3225,4.045,0,0,7.0515975,3.75,5.75,0.25,0.3475,3.5687625,-4.2793875,0.488605,378.1938575,2.38911,3.75,1,5.500905,0.0745375,0.005585,0,0.00129,0.0016975,0.0048475,0.0003225
North Pole (1),Service,0 days 00:12:54,1105.275684,85.676962,48.23,7.012,5.686,0,0,6.67306,7.6,8,0.8,1.412,3.862544,-4.912834,0.529666,409.977326,-0.159956,5.6,1.8,5.696632,0.062312,0.009058,0,0.002326,0.001758,0.00982,0.001034
North Pole (2),Edges,0 days 00:12:49,1038.27295,80.93697,18.94,0,0,0,0,6.1567,6,7.5,1,0.32,3.904195,-4.456865,0.501375,385.90112,0.34113,3,1,5.222415,0.024605,0,0,0.0013,0.00162,0.007795,0.0013
North Pole (2),Middles,0 days 00:12:49,1024.80498,79.887094,11.644,0,2.468,0,0,6.267542,7.2,9.8,0.8,0.41,3.717318,-4.300026,0.539464,415.220386,-1.718794,10,0.8,5.22507,0.01513,0,0,0.00104,0.001624,0.009356,0.00104
North Pole (2),Outside Backs,0 days 00:12:49,1006.91147,78.4922325,33.0725,1.8375,3.525,0,0,6.456575,3,5.5,0,0.64,3.13623,-3.8228925,0.4632075,356.52649,1.512875,5.25,1.25,4.96147,0.04297,0.0023875,0,0.001625,0.0015425,0.0039,0
North Pole (2),Service,0 days 00:12:49,1100.797072,85.810942,38.514,3.982,2.78,0,0,6.746172,5.4,5,0,0.536,3.687986,-4.526312,0.516012,397.170258,1.585104,5,1,5.541132,0.050036,0.005174,0,0.0013,0.00172,0.007016,0
North Pole (2),Unknown,0 days 00:12:49,603.17297,47.01942,6.73,0,0,0,0,5.61864,18,5,3,0.42,4.06806,-3.52169,0.34504,265.57427,0.9296,1,0,3.20489,0.00874,0,0,0,0.001,0.02339,0.0039
Opposed,Edges,0 days 00:20:01,1967.334229,98.29495125,68.535,4.6625,9.1225,0,0,6.858845,13.375,14.75,0.125,2.2525,3.756535,-4.9619,0.579625,695.9470825,3.79378625,13.5,9,10.07747,0.0571225,0.0039125,0,0.00749875,0.00200625,0.01113125,0.000105
Opposed,Middles,0 days 00:20:01,1881.896046,94.05668583,21.75166667,3.355833333,5.016666667,0,0,6.3180275,14.91666667,15.33333333,0.75,0.746666667,3.992710833,-4.584860833,0.578091667,693.82645,-0.267824167,16,9.25,9.620968333,0.018121667,0.002825833,0,0.007705,0.001915,0.012433333,0.000624167
Opposed,Outside Backs,0 days 00:19:10,1725.249268,89.94712471,91.30882353,21.17117647,18.39529412,3.382941176,0.058823529,7.594804706,9.529411765,12.11764706,1.058823529,2.066470588,4.161275882,-5.273026471,0.510326471,588.5015394,2.186162353,8.176470588,6.294117647,8.759585294,0.078636471,0.017892941,0,0.005464706,0.001817647,0.008244118,0.000891765
Opposed,Service,0 days 00:20:01,2058.297797,102.85805,76.13571429,28.12857143,27.915,12.26785714,0.428571429,7.502798571,13.92857143,15.64285714,1.071428571,2.17,4.079234286,-5.164670714,0.591521429,710.1607479,1.618250714,13.64285714,8.928571429,10.51614643,0.063400714,0.023428571,0,0.007437143,0.002093571,0.011584286,0.000892143
Opposed 1,Edges,0 days 00:08:22,902.3291475,107.755805,36.71,4.425,6.54,0,0,6.5025875,5.5,6.75,0.5,0.4075,3.6582275,-4.3007525,0.5670825,284.92101,4.611035,5.75,3.25,4.5280275,0.0730625,0.0088075,0,0.0064675,0.002155,0.010945,0.000995
Opposed 1,Middles,0 days 00:08:22,881.3577383,105.2514067,8.438333333,0,0.921666667,0,0,6.121048333,5,6,0.333333333,0.383333333,3.828465,-4.695386667,0.581643333,292.236155,-0.37408,6.833333333,3.5,4.445095,0.016795,0,0,0.006965,0.002113333,0.00995,0.000663333
Opposed 1,Outside Backs,0 days 00:08:22,837.3870843,100.0004486,48.26571429,5.324285714,4.095714286,0,0,6.788644286,3.857142857,5.857142857,0.571428571,1.088571429,3.626405714,-4.424181429,0.53099,266.7847886,-0.029991429,5.571428571,3.857142857,3.70374,0.096067143,0.010597143,0,0.007675714,0.001764286,0.007675714,0.001137143
Opposed 1,Service,0 days 00:08:22,941.6809514,112.4551829,23.35428571,3.53,0.585714286,0,0,6.388788571,5.428571429,5.857142857,0.428571429,0.297142857,3.4258,-3.574007143,0.606682857,304.81552,1.184985714,5.428571429,3.714285714,3.989778571,0.046481429,0.007025714,0,0.007391429,0.001897143,0.010802857,0.000852857
Opposed 1.1,Edges,0 days 00:15:36,1350.423035,86.55263,86.235,3.415,10.285,0,0,6.87604,12.5,8.5,2,1.01,4.697215,-4.467925,0.46149,432.01834,6.88807,7,6,6.77324,0.092115,0.00365,0,0.00641,0.00173,0.01335,0.00214
Opposed 1.1,Middles,0 days 00:15:01.250000,1220.845413,81.7443475,47.94375,5.275,18.85375,0.7875,0.125,6.79503625,9.125,7.25,0.375,0.47,3.784185,-4.02374875,0.42601625,381.832765,0.4718175,9.125,4.875,6.0351675,0.05270625,0.005635,0,0.0054325,0.0016075,0.01014,0.0004575
Opposed 1.1,Outside Backs,0 days 00:15:36,1314.718681,84.26423444,107.4688889,29.86333333,27.92222222,7.225555556,0.222222222,7.533257778,8,8,1.111111111,1.583333333,4.173643333,-5.105253333,0.426021111,398.8153511,-0.09236,4.888888889,5,6.53187,0.114798889,0.0319,0,0.00534,0.001667778,0.008544444,0.001187778
Opposed 1.1,Service,0 days 00:15:36,1470.716463,94.2625975,89.37,29.51375,28.67875,10.26125,0.25,7.389585,11.75,10.5,0.5,0.56375,3.83609,-4.5742975,0.4790225,448.4334525,-0.06888875,7.25,5,7.3208175,0.09546625,0.03152625,0,0.00534125,0.00187,0.01255125,0.000535
Opposed 1.1,Unknown,0 days 00:15:36,1504.08875,96.40153,17.53,0,0,0,0,6.31939,12,7,0,0.63,3.53625,-4.3776,0.51418,481.33991,9.973,2,4,7.42646,0.01873,0,0,0.00427,0.0019,0.01282,0
Opposed 1.2,Edges,0 days 00:02:54,293.18283,100.85987,12.515,0,0,0,0,5.97846,1.5,2,0,0.145,3.193765,-4.015375,0.552635,96.38485,5.58435,4,1,1.449825,0.071755,0,0,0.00573,0.00199,0.0086,0
Opposed 1.2,Middles,0 days 00:02:54,299.8906943,103.1674871,15.22,0,4.36,0,0,6.177542857,2.857142857,2.571428571,0,0.34,3.435412857,-4.167547143,0.595941429,103.9385057,-1.428907143,3.714285714,1.714285714,1.536385714,0.087265714,0,0,0.009828571,0.002105714,0.016381429,0
Opposed 1.2,Outside Backs,0 days 00:02:54,278.4841178,95.80326333,11.19888889,0.347777778,1.09,0,0,6.170042222,1.777777778,1.555555556,0.111111111,0.173333333,3.34524,-3.795526667,0.493005556,85.98524667,-0.659274444,0.333333333,0.777777778,1.387764444,0.06421,0.001994444,0,0.004458889,0.001902222,0.010192222,0.000636667
Opposed 1.2,Service,0 days 00:02:54,313.8765588,107.9788625,11.57375,0,1.10625,0,0,5.77685375,1.25,1.625,0,0.13625,2.923975,-3.46135125,0.56922375,99.27834,1.880575,1.75,1.125,1.5571825,0.06636,0,0,0.00645,0.00213375,0.0071675,0
Opposed 1.2,Unknown,0 days 00:02:54,294.2525,101.22785,0,0,0,0,0,4.53591,1,0,0,0,2.97126,-2.54917,0.56843,99.14008,5.70288,1,1,1.41947,0,0,0,0.00573,0.00195,0.00573,0
Opposed 2,Edges,0 days 00:14:40,1440.488525,98.1303775,18.94,1.335,1.335,0,0,6.27367,5.5,7.75,0,0.2275,3.462005,-4.108935,0.4967675,437.53422,4.5771275,8,5,7.1014025,0.0215025,0.001515,0,0.0056775,0.0019275,0.006245,0
Opposed 2,Middles,0 days 00:14:40,1413.530112,96.29389167,16.48833333,2.505,4.968333333,0,0,6.466376667,8.5,8.333333333,0,0.65,3.579291667,-4.48284,0.510636667,449.74861,1.833151667,13.83333333,5.833333333,7.041478333,0.01872,0.002843333,0,0.006623333,0.001908333,0.009651667,0
Opposed 2,Outside Backs,0 days 00:14:40,1313.823993,89.50161143,46.54714286,6.34,5.891428571,0,0,6.979142857,6.142857143,6.714285714,0.714285714,0.702857143,3.34891,-3.916682857,0.4337,381.9845014,1.739658571,5,3.428571429,5.65786,0.052848571,0.007197143,0,0.003894286,0.001534286,0.006975714,0.000812857
Opposed 2,Service,0 days 00:14:40,1502.643259,102.3645457,42.41142857,7.842857143,7.878571429,0,0,6.81378,6.428571429,9.571428571,0.571428571,0.407142857,3.254288571,-3.600785714,0.532302857,468.8317786,1.039537143,7.428571429,5.428571429,6.409235714,0.048154286,0.008902857,0,0.006162857,0.001738571,0.0073,0.00065
Opposed 2.1,Edges,0 days 00:08:03,811.67261,100.64344,26.655,0,0,0,0,6.414545,5,7.5,0.5,0.64,3.91569,-4.38219,0.59529,288.05471,3.741575,6,4,4.13082,0.055085,0,0,0.008265,0.00204,0.010335,0.001035
Opposed 2.1,Middles,0 days 00:07:46.111111111,714.1982,90.78449111,12.92555556,0,1.824444444,0,0,6.290057778,5,5.444444444,0.222222222,0.391111111,3.510807778,-4.311243333,0.532814444,251.5364178,2.299642222,7.888888889,2.888888889,3.598177778,0.02687,0,0,0.006182222,0.001821111,0.010652222,0.00046
Opposed 2.1,Outside Backs,0 days 00:08:03,758.5048222,94.05089778,31.49888889,0.763333333,1.881111111,0,0,6.726838889,4.222222222,4.222222222,0.222222222,0.466666667,3.730048889,-4.253145556,0.527927778,255.4588289,-1.635701111,4,2.777777778,3.808183333,0.065095556,0.001577778,0,0.005741111,0.00188,0.008725556,0.00046
Opposed 2.1,Service,0 days 00:07:28.375000,773.1184775,103.984435,18.535,0.67875,2.47875,0,0,6.40623875,4.5,5.75,0.375,0.46875,3.605965,-4.20421,0.58977375,263.4136063,0.0954025,5.5,2.75,3.9027825,0.04122875,0.0014025,0,0.00637875,0.00209,0.0093,0.000775
Opposed 2.1,Unknown,0 days 00:08:03,819.06812,101.56045,14.22,0,0,0,0,6.26853,2,7,0,1.62,3.78176,-4.64943,0.67447,326.3707,14.09102,6,3,4.26921,0.02939,0,0,0.0062,0.00211,0.00413,0
Opposed 2.2,Edges,0 days 00:10:21,992.202115,95.775485,48.365,11.445,13.54,0,0,7.631575,13,9,0.5,0.445,3.927505,-4.299385,0.572785,356.031415,4.183315,8.5,6.5,5.15075,0.07781,0.018415,0,0.010455,0.00198,0.02091,0.000805
Opposed 2.2,Middles,0 days 00:09:36.888888888,847.4759289,87.52655111,22.94555556,1.102222222,5.403333333,0,0,6.551305556,6.777777778,6.777777778,0.222222222,0.854444444,3.738697778,-4.628997778,0.49596,285.8830267,1.062312222,8.111111111,4,4.282134444,0.038301111,0.001773333,0,0.006751111,0.001765556,0.011221111,0.000357778
Opposed 2.2,Outside Backs,0 days 00:10:21,911.0094267,87.93810222,42.87777778,9.593333333,6.065555556,0,0,7.063845556,3.555555556,6.888888889,0.444444444,1.155555556,3.743135556,-4.975717778,0.489906667,304.5154478,-1.605728889,6.111111111,3.777777778,4.571796667,0.068982222,0.015434444,0,0.00608,0.001756667,0.005722222,0.000715556
Opposed 2.2,Service,0 days 00:10:21,1028.923416,99.3201275,29.92625,2.88125,2.6075,0,0,6.60196875,5.875,7,0,0.6775,3.46954625,-4.33502875,0.5411125,336.344975,0.43887625,5.875,4,5.1636475,0.04814625,0.00463625,0,0.006435,0.00198625,0.0094525,0
Opposed 2.2,Unknown,0 days 00:10:21,1039.81299,100.37128,27.04,0,0,0,0,6.39695,4,8,0,0.31,3.65146,-4.18551,0.61634,383.10486,2.256,3,4,5.212,0.0435,0,0,0.00644,0.002,0.00644,0
Pairs & 7 Block,Edges,0 days 00:15:42.071428571,1145.961919,73.06353786,145.7099993,14.68428571,35.21928571,0,0,6.997278571,13.5,4.714285714,0.642857143,0.308571429,3.894852857,-3.405354286,0.451613571,428.311475,2.220772143,3.142857143,0.928571429,5.990882857,0.163555,0.014598571,0,0.000957857,0.001518571,0.014013571,0.000584286
Pairs & 7 Block,Middles,0 days 00:14:36.285714285,994.8771079,68.58237214,25.38071429,0,3.638571429,0,0,6.278145714,12.14285714,5.785714286,0.928571429,0.125,3.882114286,-3.384643571,0.426745714,381.5986129,-0.837939286,3.214285714,0.357142857,5.069541429,0.033020714,0,0,0.000425,0.001382143,0.013739286,0.001056429
Pairs & 7 Block,Outside Backs,0 days 00:15:24.409090909,1166.843573,76.19508318,188.6213632,38.11136318,36.93363636,0,0,7.447620909,8.545454545,3.409090909,0.545454545,0.194545455,3.835087727,-3.320650455,0.423163182,392.5139336,-1.266715455,1.954545455,1.090909091,5.968322273,0.220041818,0.045496364,0,0.001404545,0.001555455,0.009754545,0.000721818
Pairs & 7 Block,Service,0 days 00:16:07.105263157,1227.109564,77.68894316,96.07210474,8.593684211,5.188947368,0,0,6.282531579,12.42105263,5.368421053,0.736842105,0.627894737,3.827278947,-3.583965789,0.461483158,442.2053147,1.867579474,4,1.157894737,6.244544211,0.110459474,0.009858947,0,0.001192105,0.001573684,0.013069474,0.000703684
Pairs & 7 Block,Unknown,0 days 00:15:43.333333333,819.4455367,56.59923667,121.7066667,24.51333333,39.05666667,0,0,7.37825,6.333333333,1.333333333,0,0.093333333,3.649483333,-3.02028,0.318173333,288.96233,-0.03509,0.666666667,0,4.109626667,0.163203333,0.035326667,0,0,0.00113,0.008786667,0
Pairs Block 7 (Team 1),Edges,0 days 00:09:29,663.0505967,69.81317333,109.7966667,3.13,7.126666667,0,0,6.876273333,6,0,0.333333333,0,3.807863333,-2.378153333,0.4222,240.5906933,5.49992,0.666666667,0.333333333,3.400656667,0.192673333,0.005493333,0,0.000583333,0.001426667,0.01053,0.000583333
Pairs Block 7 (Team 1),Middles,0 days 00:09:29,544.11357,57.2901875,35.1775,0,2.3575,0,0,6.5329525,5.75,0,0.25,0,3.6751225,-2.3091325,0.3744475,213.3788525,-1.3604225,1.25,0.25,2.702795,0.06173,0,0,0.0004375,0.001135,0.01009,0.0004375
Pairs Block 7 (Team 1),Outside Backs,0 days 00:09:29,825.5087125,86.918525,160.9475,8.215,14.685,0,0,7.3940325,3.5,0.25,0,0,3.271375,-2.5982825,0.4348225,247.7842125,2.918175,0.25,0.25,4.24062,0.2824375,0.014415,0,0.0004375,0.00178,0.00614,0
Pairs Block 7 (Team 1),Service,0 days 00:09:29,680.57216,71.65803,87.8149975,5.29,2.085,0,0,6.1749475,8.25,0,0.75,0,3.563765,-2.261215,0.4471025,254.78243,-1.3190725,1.75,0,3.5111975,0.1541025,0.0092825,0,0,0.001475,0.014475,0.001315
